모델번호,시리얼,지역,자치구,행정동
SDOT001,OC3CL200238,roads_and_parks,Gangbuk-gu,Yangpyeong2(i)-dong
SDOT001,V02Q1940710,residential_area,Jongno-gu,Sungin1(il)-dong
SDOT001,V02Q1940376,residential_area,Gangdong-gu,Cheonho1(il)-dong
SDOT001,V02Q1940295,residential_area,Dongjak-gu,Daebang-dong
SDOT001,V02Q1940311,residential_area,Jungnang-gu,Junghwa1(il)-dong
SDOT001,V02Q1940523,residential_area,Yongsan-gu,Bogwang-dong
SDOT001,V02Q1940121,residential_area,Yeongdeungpo-gu,Daerim1(il)-dong
SDOT001,V02Q1940729,residential_area,Yangcheon-gu,Sinjeong3(sam)-dong
SDOT001,OC3CL200084,residential_area,Gangdong-gu,Cheonho2(i)-dong
SDOT001,OC3CL200023,main_street,Gangnam-gu,Daechi4(sa)-dong
SDOT001,V02Q1940528,residential_area,Mapo-gu,Yeomni-dong
SDOT001,OC3CL200029,main_street,Gwangjin-gu,Guui1(il)-dong
SDOT001,V02Q1940442,residential_area,Mapo-gu,Mangwon2(i)-dong
SDOT001,OC3CL200250,roads_and_parks,Gangbuk-gu,Beon3(sam)-dong
SDOT001,V02Q1940178,residential_area,Gangnam-gu,Sinsa-dong
SDOT001,V02Q1940285,residential_area,Mapo-gu,Mangwon1(il)-dong
SDOT001,V02Q1940354,commercial_area,Gangdong-gu,Seongnae2(i)-dong
SDOT001,V02Q1940672,residential_area,Gwanak-gu,Sinllim-dong
SDOT001,V02Q1940616,residential_area,Seongdong-gu,Wangsimni2(i)-dong
SDOT001,OC3CL200202,industrial_area,Jungnang-gu,Junghwa2(i)-dong
SDOT001,OC3CL200090,residential_area,Dongjak-gu,Sang-do1(il)-dong
SDOT001,V02Q1940282,residential_area,Seocho-gu,Banpo3(sam)-dong
SDOT001,V02Q1940343,residential_area,Eunpyeong-gu,Galhyeon2(i)-dong
SDOT001,V02Q1940582,residential_area,Seongdong-gu,Eungbong-dong
SDOT001,V02Q1940607,residential_area,Seongdong-gu,Sageun-dong
SDOT001,V02Q1940655,residential_area,Jongno-gu,Gahoe-dong
SDOT001,V02Q1940654,industrial_area,Yangcheon-gu,Mok5(o)-dong
SDOT001,V02Q1940485,commercial_area,Eunpyeong-gu,Eungam1(il)-dong
SDOT001,OC3CL200078,main_street,Seocho-gu,Seocho4(sa)-dong
SDOT001,OC3CL200205,roads_and_parks,Gangdong-gu,Seongnae2(i)-dong
SDOT001,V02Q1940144,residential_area,Seocho-gu,Bangbae1(il)-dong
SDOT001,V02Q1940154,residential_area,Nowon-gu,Hagye1(il)-dong
SDOT001,V02Q1940188,residential_area,Yeongdeungpo-gu,Sin-gil5(o)-dong
SDOT001,V02Q1940195,residential_area,Jungnang-gu,Myeonmok7(chil)-dong
SDOT001,V02Q1940283,residential_area,Seongbuk-gu,Bomun-dong
SDOT001,V02Q1940321,residential_area,Gangdong-gu,Myeon-gil1(il)-dong
SDOT001,V02Q1940373,residential_area,Eunpyeong-gu,Eungam3(sam)-dong
SDOT001,V02Q1940410,residential_area,Gangdong-gu,Dunchon2(i)-dong
SDOT001,V02Q1940434,residential_area,Gangdong-gu,Dunchon2(i)-dong
SDOT001,V02Q1940457,industrial_area,Gwanak-gu,Samseong-dong
SDOT001,V02Q1940452,residential_area,Gwanak-gu,Cheongnyong-dong
SDOT001,V02Q1940505,residential_area,Gangdong-gu,Deungchon1(il)-dong
SDOT001,V02Q1940619,residential_area,Mapo-gu,Gongdeok-dong
SDOT001,V02Q1940631,residential_area,Mapo-gu,Ahyeon-dong
SDOT001,V02Q1940638,residential_area,Mapo-gu,Hapjeong-dong
SDOT001,V02Q1940740,residential_area,Yangcheon-gu,Sinwol2(i)-dong
SDOT001,V02Q1940946,traditional_markets,Yangcheon-gu,Sinwol1(il)-dong
SDOT001,OC3CL200064,residential_area,Yangcheon-gu,Mok2(i)-dong
SDOT001,V02Q1940526,residential_area,Seongdong-gu,Geumho4(sa)-dong
SDOT001,V02Q1940186,residential_area,Yeongdeungpo-gu,Sin-gil4(sa)-dong
SDOT001,V02Q1940303,roads_and_parks,Dobong-gu,Dobong2(i)-dong
SDOT001,OC3CL200259,commercial_area,Songpa-gu,Jamsil3(sam)-dong
SDOT001,V02Q1940274,residential_area,Seocho-gu,Banpo1(il)-dong
SDOT001,V02Q1940726,residential_area,Yongsan-gu,Yongmun-dong
SDOT001,V02Q1940831,roads_and_parks,Gangdong-gu,Amsa3(sam)-dong
SDOT001,V02Q1940715,residential_area,Yangcheon-gu,Sinjeong3(sam)-dong
SDOT001,OC3DL220021,residential_area,Seongdong-gu,Geumho-dong2.3-ga
SDOT001,V02Q1940367,residential_area,Seongdong-gu,Geumho-dong2.3-ga
SDOT001,V02Q1940497,residential_area,Mapo-gu,Dohwa-dong
SDOT001,V02Q1940636,residential_area,Seongdong-gu,Geumho-dong2.3-ga
SDOT001,V02Q1940739,residential_area,Seongdong-gu,Geumho-dong2.3-ga
SDOT001,V02Q1940738,residential_area,Seongdong-gu,Geumho-dong2.3-ga
SDOT001,V02Q2300004,main_street,Eunpyeong-gu,Bulgwang2-dong
SDOT001,V02Q2300005,main_street,Eunpyeong-gu,Jingwan-dong
SDOT001,OC3CL200201,roads_and_parks,Jongno-gu,Jong-ro5.6-ga-dong
SDOT001,OC3DL2200010,residential_area,Jongno-gu,Jong-ro1.2.3.4-ga-dong
SDOT001,V02Q1940955,residential_area,Seocho-gu,Banpo2-dong
SDOT001,V02Q1940331,residential_area,Dobong-gu,Ssangmun3-dong
SDOT001,V02Q1940587,residential_area,Seongdong-gu,Seongsu2ga3-dong
SDOT001,V02Q1940881,roads_and_parks,Jongno-gu,Ihwa-dong
SDOT001,V02Q1940551,residential_area,Seodaemun-gu,Cheonyeon-dong
SDOT001,V02Q1940730,residential_area,Geumcheon-gu,Siheung3-dong
SDOT001,V02Q1940533,residential_area,Gwanak-gu,Jowon-dong
SDOT001,V02Q1940098,commercial_area,Gangnam-gu,Suseo-dong
SDOT001,V02Q1940557,residential_area,Gwanak-gu,Samseong-dong
SDOT001,V02Q1940593,residential_area,Mapo-gu,Sogang-dong
SDOT001,V02Q1940398,roads_and_parks,Seocho-gu,Yangjae2-dong
SDOT001,V02Q1940356,residential_area,Dongjak-gu,Heukseok-dong
SDOT001,V02Q1940315,residential_area,Gangnam-gu,Gaepo1-dong
SDOT001,V02Q1940682,residential_area,Gwanak-gu,Samseong-dong
SDOT001,V02Q1940954,traditional_markets,Gangnam-gu,Nonhyeon1-dong
SDOT001,OC3CL200112,residential_area,Yangcheon-gu,Sinjeong7-dong
SDOT001,V02Q1940158,residential_area,Seocho-gu,Banpobon-dong
SDOT001,V02Q1940236,residential_area,Gangnam-gu,Dogok1-dong
SDOT001,V02Q1940547,residential_area,Gwanak-gu,Nakseongdae-dong
SDOT001,V02Q1940649,residential_area,Jongno-gu,Sajik-dong
SDOT001,V02Q1940656,public_facilities,Geumcheon-gu,Gasan-dong
SDOT001,V02Q1940691,residential_area,Gwanak-gu,Seorim-dong
SDOT001,OC3CL200024,main_street,Gangnam-gu,Daechi4-dong
SDOT001,V02Q1940087,residential_area,Seongbuk-gu,Jangwi3-dong
SDOT001,OC3CL200015,roads_and_parks,Gangnam-gu,Sinsa-dong
